"Category1","Category2","Category3","Product Name","Brand Name","Product Url","SKU/Product ID","Domain","Price","Discounted Price","Currency","In Stock","Image Url","Category ID","Field1/Name","Field1/Value","Field2/Name","Field2/Value","Field3/Name","Field3/Value","Field4/Name","Field4/Value","Field5/Name","Field5/Value","Field6/Name","Field6/Value"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Nokia 105 DS","Nokia","http://en-ae.wadi.com/105-ds-165159.html","NO765EL40KIH","en-ae.wadi.com","83","83","AED","True","images/images_wadi/5730ce032678ec8330da294b/Nokia 105 DS.jpg","5730ce032678ec8330da294b","Type","Basic Phone","Operating System","Native","Color","black"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Nokia 108","Nokia","http://en-ae.wadi.com/108-165162.html","NO765EL37KIK","en-ae.wadi.com","107","107","AED","True","images/images_wadi/5730ce032678ec8330da294b/Nokia 108.jpg","5730ce032678ec8330da294b","Type","Basic Phone","Operating System","Native","Color","red"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Nokia 130","Nokia","http://en-ae.wadi.com/130-165166.html","NO765EL33KIO","en-ae.wadi.com","93","93","AED","True","images/images_wadi/5730ce032678ec8330da294b/Nokia 130.jpg","5730ce032678ec8330da294b","Type","Basic Phone","Operating System","Native","Color","white"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy S7 - 32GB  4G LTE  Black","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-s7-32gb-4g-lte-black-10156705/i/","","uae.souq.com","2299.0","1999.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy S7 - 32GB  4G LTE  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy S7 Edge - 32GB  4G LTE  Gold","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-s7-edge-32gb-4g-lte-gold-10156721/i/","","uae.souq.com","2799.0","2299.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy S7 Edge - 32GB  4G LTE  Gold.jpg","5730ce032678ec8330da294b","Color","Gold","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy A5 2016 Dual Sim - 16GB  4G LTE  Black","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-a5-2016-dual-sim-16gb-4g-lte-black-9933708/i/","","uae.souq.com","1599.0","1099.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy A5 2016 Dual Sim - 16GB  4G LTE  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Huawei P8 Lite Dual Sim - 16GB  4G LTE  Wifi  Gold","Huawei","http://uae.souq.com/ae-en/huawei-p8-lite-dual-sim-16gb-4g-lte-wifi-gold-8411202/i/","","uae.souq.com","1699.0","579.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Huawei P8 Lite Dual Sim - 16GB  4G LTE  Wifi  Gold.jpg","5730ce032678ec8330da294b","Color","Gold","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","BlackBerry Z30 - 16GB  4G LTE  Black","Blackberry","http://uae.souq.com/ae-en/blackberry-z30-16gb-4g-lte-black-5842950/i/","","uae.souq.com","999.0","729.0","AED","True","images/images_souq/5730ce032678ec8330da294b/BlackBerry Z30 - 16GB  4G LTE  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","BlackBerry OS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Sony Xperia Z3+ Dual Sim- 32GB  4G LTE  WiFi  Black","Sony","http://uae.souq.com/ae-en/sony-xperia-z3+-dual-sim-32gb-4g-lte-wifi-black-8401409/i/","","uae.souq.com","2299.0","1099.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Sony Xperia Z3+ Dual Sim- 32GB  4G LTE  WiFi  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy J7 Dual SIM -16GB  4G LTE  WiFi  Gold","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-j7-dual-sim-16gb-4g-lte-wifi-gold-8620634/i/","","uae.souq.com","999.0","799.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy J7 Dual SIM -16GB  4G LTE  WiFi  Gold.jpg","5730ce032678ec8330da294b","Color","Gold","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Apple iPhone 6 With FaceTime - 16GB  4G LTE  Space Gray","Apple","http://uae.souq.com/ae-en/apple-iphone-6-with-facetime-16gb-4g-lte-space-gray-7274954/i/","","uae.souq.com","2199.0","1799.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Apple iPhone 6 With FaceTime - 16GB  4G LTE  Space Gray.jpg","5730ce032678ec8330da294b","Color","Space Gray","Operating System","iOS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy A3 2016 Dual Sim - 16GB  4G LTE  Black","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-a3-2016-dual-sim-16gb-4g-lte-black-9933704/i/","","uae.souq.com","849.0","749.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy A3 2016 Dual Sim - 16GB  4G LTE  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Apple iPhone 6s with FaceTime - 64GB  4G LTE  Rose Gold","Apple","http://uae.souq.com/ae-en/apple-iphone-6s-with-facetime-64gb-4g-lte-rose-gold-9044760/i/","","uae.souq.com","2999.0","2599.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Apple iPhone 6s with FaceTime - 64GB  4G LTE  Rose Gold.jpg","5730ce032678ec8330da294b","Color","Rose Gold","Operating System","iOS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Apple iPhone 6s with FaceTime- 64GB  4G LTE  Gold","Apple","http://uae.souq.com/ae-en/apple-iphone-6s-with-facetime-64gb-4g-lte-gold-8992837/i/","","uae.souq.com","2999.0","2499.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Apple iPhone 6s with FaceTime- 64GB  4G LTE  Gold.jpg","5730ce032678ec8330da294b","Color","Gold","Operating System","iOS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Apple iPhone 6s with FaceTime - 64GB  4G LTE  Space Gray","Apple","http://uae.souq.com/ae-en/apple-iphone-6s-with-facetime-64gb-4g-lte-space-gray-8992273/i/","","uae.souq.com","2999.0","2499.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Apple iPhone 6s with FaceTime - 64GB  4G LTE  Space Gray.jpg","5730ce032678ec8330da294b","Color","Gray","Operating System","iOS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Samsung Galaxy J1 Dual Sim - 4GB  3G  White","Samsung","http://uae.souq.com/ae-en/samsung-galaxy-j1-dual-sim-4gb-3g-white-7795339/i/","","uae.souq.com","399.0","337.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Samsung Galaxy J1 Dual Sim - 4GB  3G  White.jpg","5730ce032678ec8330da294b","Color","White","Operating System","Android","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Apple iPhone 5S - 16GB  4G LTE  Space Gray","Apple","http://uae.souq.com/ae-en/apple-iphone-5s-16gb-4g-lte-space-gray-5754742/i/","","uae.souq.com","1149.0","1049.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Apple iPhone 5S - 16GB  4G LTE  Space Gray.jpg","5730ce032678ec8330da294b","Color","Space Gray","Operating System","iOS","Type","Smartphone"
"Electronics","Mobile Phones, Tablets & Accessories","Mobile Phones","Sony Xperia Z2 D6503 - 16GB  4G LTE  Black","Sony","http://uae.souq.com/ae-en/sony-xperia-z2-d6503-16gb-4g-lte-black-6901969/i/","","uae.souq.com","2799.0","849.0","AED","True","images/images_souq/5730ce032678ec8330da294b/Sony Xperia Z2 D6503 - 16GB  4G LTE  Black.jpg","5730ce032678ec8330da294b","Color","Black","Operating System","Android","Type","Smartphone"
